,id,lyrics,explicit
37,259256489,"Every night around about this time
It's like she knows I'm lonely
Rolls up when the wine is gone like a record on repeat
Leanin' on old memories
And talkin' 'bout what used to be
She'll probably be the death of me
But, damn, if it ain't sweet

She's my pretty little poison
My heartache in the night
With a kiss on her lips just like cyanide
Yeah, she came with a warning
But I didn't mind
I'll go out on that high every time
She's my pretty little poison
My pretty little poison
...

******* This Lyrics is NOT for Commercial use *******",1
38,277027938,"Drown
Drown (ooh)
Drown (left me alone in the dar-)
(Tried to keep my head above-)

Surface
Should've known your love was nothin' but the surface
I'm in the deep end, I can't fight the current
Tryin' to keep my head above it

And you've been beggin' me to stay, to stay
And I've been tryna be your wave, your wave
But it's about to break 'cause

You showed me exactly who you are
And I should've believed it (believed it)
You left me alone out in the dark
With all of your demons (demons)

Got caught up in the tide of all the tears you've cried
Yeah, you know I was blinded by my heart, sinking from the start
Should've never followed you this far, now I'm in the deep end

And you let me drown (let me)
You didn't even try to save me

Heard about heartbreak with the moonlight
And now the pain just magnifies (oh)
I know exactly what it feels like
...

******* This Lyrics is NOT for Commercial use *******",0
39,150230709,"You say you'll be down in five
The smell of your perfume
Is floatin' down the stairs
You're fixin' up your hair like you do

I know that I'll be a mess
The second that I see you
You won't be surprised
It happens every time, It's nothin' new

It's always on a night like tonight
I thank God you can read my mind
'Cause when you look at me with those eyes
I'm speechless

Starin' at you, standin' there, in that dress
What it's doin' to me, ain't a secret
'Cause watchin' you is all that I can do
And I'm speechless

...

******* This Lyrics is NOT for Commercial use *******",0
40,271186124,"They say the sun and the shines for all
But in some people world, it never shine at all

These roads of flames are catching on fire
Ah, ah, ah, ah-ah-ah
Showed you I love you, you called me a liar
Oh, no-no, no, no, no

Baby, tell me where you gone, gone, gone?
I've been fiendin' for your love so long
We can praise Jah in the moonlight
Baby if you with me, better do right
And I've been gone too long
And I'm hoping that you sing my songs (sing my songs)
I've been on this road for way too long
I've been hoping that we all get along

These roads of flames are catching on fire
Ah, ah, ah, ah-ah-ah
Showed you I love you, you called me a liar

Give Jah the thanks and praises
I've been on my own, own, own
But we ain't never left alone, 'lone, 'lone
And if I'm tellin' you the feeling is wrong
Relax a little, friend, this won't take too long
...

******* This Lyrics is NOT for Commercial use *******",0
41,259333829,"This love is gettin' kind of dangerous
Feels like it's a loaded gun
My-my, it's turning like a cloud of dust
My heart always wants to run

Oh, oh, oh-oh
If you want a cowboy on a white horse
Ridin' off into the sunset
If that's the kind of love you wanna wait for
Hold on tight, girl, I ain't there yet
No, I ain't there yet
No, I ain't there yet

White horse
...

******* This Lyrics is NOT for Commercial use *******",0
42,271559034,"Cai, a noite sobre o nosso amor
Cai, e agora só restou do amor

Uma palavra
Adeus
Adeus
Adeus
Mas tendo de ir embora (woah, woah, woah)

Want it all, I won't leave a breadcrumb
Bitch, what I thought a nigga said something
Thought a nigga said something
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
Nigga, all we know is (redrum)

Ridin' in the back, it's a May' (it's a May')
32 shots in the K (in the K)
Marathon, I really run the A (run the A)
Say you touched me, how, Sway? (How, Sway?)
Graveyard, that's where the opps stay (opps stay)
Hypnotize, they do what I say (what I say)
21, niggas don't play (don't play)
My Glock Gen5 said hey (said hey)

Take my chopper everywhere, that's bae (that's bae)
Get your ass out the car, you're givin' trade (giving trade)
We been spinnin' through they hood all day (all day)
...

******* This Lyrics is NOT for Commercial use *******",1
43,257875161,"As you promised me that I was more than all the miles combined
You must have had yourself a change of heart like
Halfway through the drive
Because your voice trailed off exactly as you passed my exit sign
Kept on drivin' straight and left our future to the right

Now I am stuck between my anger and the blame that I can't face
And memories are somethin' even smoking weed does not replace
And I am terrified of weather 'cause I see you when it rains
Doc told me to travel, but there's COVID on the planes

And I love Vermont, but it's the season of the sticks
And I saw your mom, she forgot that I existed
And it's half my fault, but I just like to play the victim
I'll drink alcohol 'til my friends come home for Christmas

And I'll dream each night of some version of you
...

******* This Lyrics is NOT for Commercial use *******",1
44,32183864,"Peace up, A-Town down
Yeah! Okay
Usher (Usher, Usher, Usher, Usher)
Lil Jon
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
Let's go

Up in the club with my homies, trying to get a lil' V-I
Keep it down on the low key (low key)
You should know how it feels (hey)
I seen shorty, she was checking up on me
From the game she was spitting in my ear
You would think that she know me (know me)
I decided to chill (okay)

Conversation got heavy (hey)
She had me feeling like she's ready to blow (watch out)
Oh (watch out)
She's saying, come get me (come get me)
So I got up and followed her to the floor
She said, ""Baby let's go""
When I told her, I said

(Yeah) Yeah
Shorty got down low, said, ""Come and get me""
(Yeah) Yeah
I got so caught up, I forgot she told me
(Yeah) Yeah
Her and my girl, used to be the best of homies
(Yeah) Yeah
Next thing I knew, she was all up on me screaming
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
...

******* This Lyrics is NOT for Commercial use *******",1
45,258292932,"I took a page out of your favorite book
You sold me lies just by the way you look
Taught me a language that I never speak
Baby, that ain't for me
That, that ain't for me

I dug my grave watching the way you move
You took me higher than I ever flew
Too many times, gave you a second chance
Baby, I'm just a man
I'm, I'm just a man

No more thinking about you late night
No more running around with your friends now
Done picking up pieces of my soul up off the floor

I said I would die for you, baby
But I can't take this pain no more
I thought I was willing
But tonight I save my life when I showed you the door
...

******* This Lyrics is NOT for Commercial use *******",0
46,259335775,"Baby, you can find me under the lights
Diamonds under my eyes
Turn the rhythm up, don't you wanna just
Come along for the ride?
Oh, my outfit so tight
You can see my heartbeat tonight
I can take the heat, baby, best believe
That's the moment I shine

'Cause every romance shakes and it bends
Don't give a damn
When the night's here, I don't do tears
Baby, no chance
I could dance, I could dance, I could dance

Watch me dance, dance the night away
My heart could be burnin', but you won't see it on my face
Watch me dance, dance the night away (uh-huh)
I'll still keep the party runnin', not one hair out of place (place)

...

******* This Lyrics is NOT for Commercial use *******",1
47,274336149,"Please, open the door
Nothing is different, we've been here before
Pacing these halls, trying to talk
Over the silence

And pride sticks out his tongue
Laughs at the portrait that we become
Stuck in a frame, unable to change
I was wrong

I'm late, but I'm here right now
Though, I used to be romantic
I forgot somehow
Time can make you blind

But I see you now
As we're laying in the darkness
Did I wait too long
To turn the lights back on?

...

******* This Lyrics is NOT for Commercial use *******",0
48,259566290,"Make me sweat, make me hotter
Make me lose my breath, make me water
Make me sweat, make me hotter
Make me lose my breath, make me water

Normally
I can keep my cool, but tonight I'm wildin'
I'ma be, yeah
In a dangerous mood, can you match my timing?
Mm-mm, telling me
That you really 'bout it, why try hide it? Oh
Talk is cheap, so show me
That you understand how I like it

Can you blow my mind?
Set off my whole body
If I give you my time
Can you snatch my soul from me?
I don't wanna wait, come take it
...

******* This Lyrics is NOT for Commercial use *******",1
49,264435569,"I can't hide myself
I don't expect you to understand
I just hope I can explain, what it's like to be a man
It's a lonely road
And they don't care 'bout what you know
It's not 'bout how you feel, but what you provide inside that home

Real man is what you make it
You can't always live up to expectation
You try to please everybody while you struggle, so you fake it
And end out of balance, comprising situations
As a good man huh, do what you should man
I'll give everything he has, and do everything he could, men
You migt find yourself feeling all alone
Inside the house you built that you don't recognise as home

And thats what my daddy told me, and I'll tell my son the same
Now that I'm older, I relate and I actually feel his pain
He never cried, he might have lied but he did not complain
And he son, said oneday you'll have to do the same
...

******* This Lyrics is NOT for Commercial use *******",1
50,254483361,"Last night we let the liquor talk
I can't remember everything we said, but we said it all
You told me that you wish I was somebody you never met
But baby, baby, something's tellin' me this ain't over yet
No way it was our last night

I kiss your lips
Make you grip the sheets with your fingertips
Last bottle of Jack, we split a fifth
Just talk about life goin' sip for sip, yeah
You, you know you love to fight
And I say shit, I don't mean
But I'm still gon' wake up wantin' you and me

I know that last night we let the liquor talk
I can't remember everything we said, but we said it all
...

******* This Lyrics is NOT for Commercial use *******",1
51,275242942,"16 carriages drivin' away
While I watch them ride with my dreams away
To the summer sunset on a holy night
On a long black road, all the tears I fight

16 carriages drivin' away
While I watch them ride with my dreams away
To the summer sunset on a holy night
On a long black road, all the tears I fight

At 15, the innocence was gone astray
Had to leave my home at an early age
I saw Mama prayin', I saw Daddy grind
All my tender problems had to leave behind

It's been umpteenth summers, and I'm not in my bed
On the back of the bus and a bunk with the band
Goin' so hard, gotta choose myself
Underpaid and overwhelmed
I might cook, clean, but still won't fold
Still workin' on my life, you know
Only God knows, only God knows
Only God knows

...

******* This Lyrics is NOT for Commercial use *******",0
52,258292911,"My spare time and my spare key
Don't go to your front door
And I don't keep that old Jeep
In your driveway anymore

And my toothbrush ain't on your bathroom sink
Haven't been to your side of town in weeks
You're the reason this thing broke
So you should already know

It ain't your place to walk up, say, ""Hey""
Ask how I've been at some party
It ain't your place to ask my friends
When you see 'em out, if I'm seeing somebody

You don't get to call me up 'cause you're drunk
2 A.M., say you miss us
Nah, you don't get to care where I'm waking up these days
...

******* This Lyrics is NOT for Commercial use *******",0
